word,gloss,pos,example,source
spātlian,"~ian spit out, expectorate.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spātlung,"~ung f. saliva, what is expectorated.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spearhafoc,spearhafoc ( spear-hafoc ) m. sparrow-hawk [ spearwa ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spearca,"spearca ( spearc|a ), æ m. spark ; small portion, (not a) trace.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spearcian,"~ian emit sparks, scintillate.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spearnlian,"spearnlian intr. kick, sprawl [ spornan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gespearrian,"ge spearrian shut, bar.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spearwa,spearwa m. sparrow.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spearwa,spearwa m. calf of leg Gl.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
specan,specan = sprecan .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spēd,"spēd , oe f. success — on ~ successfully, with good results; prosperity; wealth, plenty; progeny once Ps. ; power, faculty ; opportunity, means; speed in av. ~um quickly [ spōwan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spēdlīce,~līce av. effectually.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spēdsumian,~sumian prosper.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spēdan,"spēdan , ge- succeed, w. tō in; make to succeed Gl.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sped,"sped phlegm, gum (in eye) Gl.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spediende,~iende ? Gl.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
speddropa,speddropa ( sped-dropa ) [ e or ē ?] once † drop (of ink).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spēdig,"spēdig prosperous ; wealthy, powerful, abounding in.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gespēdiglīce,ge ~līce av. prosperously.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spēdignes,~nes f. opulence.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spelian,"spelian ( spel|ian ) act as representative of, stand for.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
speligend,~igend m. representative.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
speling,~ing f. deputyship.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spelc,"spelc , i [ inf. of spilcan ] ( m. ) splint (for broken limb).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spelcan,spelcan = spilcan .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
speld,"speld n. , pl. ~ru , ~ splinter, piece of wood, torch.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gespelia,"ge spelia , L. spala m. representative, deputy [ spelian ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spell,"spell n. narrative, history; (idle) tale; prose ; discourse, homily ; philosophical argument; saying ; message.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spellbōc,~bōc f. homily-book.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spellboda,"~boda m. messenger, angel, ambassador, prophet; public speaker G1:",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spellcwide,~cwide m. historical narrative.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spellian,"spellian ( spell|ian ) intr. discourse; tr. announce, tell.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spellung,"~ung f. conversation; narrative, tale ; discourse, homily.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spelt,"spelt ( m. ) spelt, corn [ Lt. spelta ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spelter,spelter = spaldor asphalt.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spendan,spendan ( spend|an ) spend [ Lt. expendere ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spendung,~ung f. spending.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spęnnels,spęnnels once ( m. ) clasp Gl. [ spannan ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
speoftian,"speoftian , -an spit, spit on lN .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spēon,"spēon prt. of spanan , spannan .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spēow,spēow- = spīw- .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spere,spere n. spear.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sperebrōga,~brōga † m. spear-terror.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sperehealf,~healf f. (inheritance on) the male side.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sperelēas,~lēas (shaft) without a spear-head.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sperenīþ,~nīþ † m. battle.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sperewyrt,~wyrt f. a plant.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gesperod,ge sperod armed with spear Gl.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spic,"spic , e n. bacon, lard.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spichūs,~hūs n. larder.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spicmāse,spicmāse ( spic-māse ) f. titmouse (bird).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīce,"spīc e , spīc a f. (?) aromatic herb, spikenard (?) [ Lt. spica ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīcing,"spīcing m. spike, nail.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spięrcan,spięrcan ( spięrc|an ) intr. sparkle; sputter [ spearca ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spięrcing,~ing f. sprinkling.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spięrran,spięrran ( spięrr|an ) strike.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spięrring,~ing f. striking.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīgettan,spīgettan = spīwettan .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spilian,spilian play.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spilæg,spilæg ( m. ) kind of snake lN. [ Lt. spilagius ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spilc,spilc = spelc .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spilcan,"spilcan , e [ infl. of spelc ] bind with splints.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spild,"spild , vL. spilþ m. destruction, ruin.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spildsīþ,~sīþ † m. destructive expedition.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spildan,spildan = spillan destroy.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spillan,"spillan ( spill|an ), spildan destroy.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spilling,~ing f. waste (of money).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spind,spind fat.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spinel,"spinel , -nl f. spindle.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spinelhealf,~healf f. (inheritance on) the female side.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spinnan,"spinnan 3 spin; intr. kick, struggle.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīr,spīr tapering shoot (of reed).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spitel,"spitel m. spud, spade.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spittan,spittan dig.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gespittan,"ge spittan spit, spit upon lN .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spittian,spittian spit lA .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spitu,spitu f. spit.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spiunge,spiunge = sponge sponge.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīwan,"spīwan ( spīw|an ) 6, ~ian vomit abs., wa, wi. ; spit.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīwettan,"~ettan *, spīgettan spit.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīwere,~ere m. vomiter.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīwing,~ing f. vomiting.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīwe,spīwe ( spīw|e ) ( m. ) vomiting.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīwdrenc,"~drenc , ~edrenc , -inc m. emetic.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spīweþa,"spīweþa , spīwþa , spīwda , spēow- m. vomiting; what is vomited.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spiwol,spiwol emetic.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
splott,splott m. spot; plot of land.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gesplottod,ge ~od spotted.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spōn,"spōn mf. shaving, chip.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sponge,"sponge , spiunge f. sponge; spongy excrescence. Cp. spynge [ Lt. spongia ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spor,"spor n. track, footprint; tracking; trace, vestige.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sporwrecel,~wrecel m. ? Ct.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spora,"spora ( spor|a ), u m. spur.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sporleþer,~leþer n. spur-strap.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sporettan,sporettan ( sporett|an ) once kick.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sporettung,"~ung , * sporteng f. kicking (?).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spornan,"spornan ( sporn|an ), spu- 3 strike foot against; reject, contemn.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spornere,~ere m. fuller.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sporning,"~ing f. stumbling, stumbling-block.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spornettan,spornettan kick.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spōwan,"spōwan ( spōw|an ) I succeed; impers. wd. fare, succeed.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spōwendlīce,~endlīce av. prosperously.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spracen,spracen n. alder.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spræc,"spræc ( n. ) shoot, twig.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spræ_c,"spræ̂c , spæ̂c f. talking, conversation, conference; power of speech, eloquence; what is said, statement, report; language; subject of discussion, (difficult) question; suit, claim ; decision ; place of public speaking lN. [ sprecan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spræ_ccynn,~cynn n. mode of speaking Bd.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spræ_cern,~ern n. court-house lN .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spræ_cfull,spræ̂cfull ( spræ̂c|full ) loquacious.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spræ_chūs,"~hūs n. auditory, parliament-house Gl.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spræ_clēas,~lēas speechless.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gespræ_c,"ge spræ̂c n., not W. [ miswriting of gesprec , taken for A. * gesprēc ?] speaking, way of speaking; what is said.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gespræ_ce,ge spræ̂ce eloquent; affable.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gespræ_celic,~lic ‘ loquelar ’ (in grammar).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprædan,sprædan ( spræd|an ) spread.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprædung,~ung f. propagation lN .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spranca,"spranca m. shoot, twig.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprangettan,sprangettan palpitate.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprēawlian,sprēawlian intr. move convulsively.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gesprec,ge sprec n. speaking; power of speech.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprecan,"sprecan ( sprec|an ), specan 5 speak. ~ on a. , on ~ wd. make a claim against, sue, so also w. æfter , ymb .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spreca,~a † m. councillor.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprecol,~ol talkative.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprecolnes,~olnes f. loquacity.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gesprecan,"ge sprecan ( ge sprec|an ) 5 speak — him betwēonum gesprǣcon agreed ; speak to, converse with wa .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gespreca,"~a m. interlocutor, one who consults with another.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
gesprecendlic,~endlic to be spoken.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spręngan,"spręngan tr. scatter; sprinkle; apply clyster || intr. burst, crack [ springan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprēot,sprēot m. pole.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprincel,sprincel ( m. ) wicker basket.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprind,"sprind , spryngd active, vigorous.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprindlīce,"~līce , sprinlīce av. actively, vigorously.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprindel,sprindel tenter-hook.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spring,spring = spryng .,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
springan,"springan 3 leap; spring back (through elasticity) ; burst forth, fly, spirt; rise — ūp ~ rise ( of sun); grow; be diffused ( of report, fame).",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprot,"sprot n. shoot, twig [ sprūtan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprota,"sprota m. sprout, shoot; peg.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprott,sprott m. sprat (a fish).,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spryng,"spryng m. source of water, spring; flux; sprinkling; ulcer [ springan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spryngwyrt,"~wyrt *, spring- f. wild caper.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprytle,sprytl e [ y = īe ?] f. twig.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spryttan,"spryttan ( sprytt|an ) intr. sprout, germinate || tr. put forth (shoot), bear (fruit); incite: ~ hine tō þǣm [ sprūtan ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
sprytting,"~ing f. once m. shoot, plant.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spurul,spurul given to kicking or trampling (?) Gl.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spynge,spynge f. sponge [ Lt. spongia ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spyrian,"spyrian ( spyr|ian ) w. æfter follow track ; go; investigate, inquire into [ spor ].",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spyremann,"~emann , spe- m. tracker.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spyrigend,~igend m. investigator.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spyrigung,~igung f. investigation.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spyrd,"spyrd m. stadium, (foot) racecourse ; furlong lN .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
spyrte,spyrte f. basket [ Lt. sporta ].,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
staca,"staca ( stac|a ) m. stake. drīfan ~an on mann a kind of witchcraft, injuring a person by piercing an effigy of him.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
stacung,"~ung f. a kind of witchcraft, see staca .",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
stæf,"stæf m. staff, stick; letter (of alphabet) — pl. stafas piece of writing, literature.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
stæfcræft,"~cræft m. grammar; learning, literature.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
stæfcræftig,~cræftig versed in grammar or literature.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
stæfcyst,"~cyst f. literature, learning — ~e leornian learn to read.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
stæfgefēg,"~ ge fēg n. combination of letters, syllable.",,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
stæfleornere,~leornere m. student.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
stæflic,~lic literal (meaning); literary.,,,"Sweet, A Student's Dictionary of Anglo-Saxon (1896) -- HTML ed. mikepope.com, CC BY-NC-SA 4.0"
